,train_perplexity,train_mean_loss,test_perplexity,test_mean_loss
72,5.436737357870547,1.6931791,6.758110612192731,1.9107434
73,5.053977114916088,1.6201755,4.325509734598925,1.46453
74,4.039657403703854,1.3961599,7.774624595322823,2.0508652
75,4.374471586424759,1.4757857,5.187181697215147,1.6461905
76,3.8282574660304065,1.3424097,5.372527000077903,1.6812984
77,4.451269493221685,1.4931893,5.065090631445115,1.622372
78,3.985098071384031,1.3825619,5.776040973809555,1.7537185
79,4.432186514136167,1.488893,3.5696221341265146,1.2724597
80,4.5876635409888396,1.5233709,3.310551610653543,1.1971148
81,4.738215582454647,1.5556606,5.308101698792944,1.6692343
82,4.671040424959205,1.5413818,6.729981144331753,1.9065723
83,4.224269908589286,1.4408464,3.695875539194716,1.3072175
84,4.848338987242551,1.5786362,4.57122886196609,1.5197821
85,4.097818952120348,1.4104549,3.128838083991681,1.1406617
86,4.105548410505589,1.4123393,5.732563950051634,1.7461629
87,3.6921087156740535,1.3061978,3.3930756747450945,1.2217368
88,4.942846003661422,1.5979413,6.751991405155677,1.9098375
89,5.195250146660524,1.6477448,3.483910865343305,1.2481555
90,4.854538754548195,1.5799141,3.7436192678586173,1.3200529
91,3.809831537880214,1.337585,4.323787836668637,1.4641318
92,5.055184028487091,1.6204143,6.007800053136866,1.7930586
93,3.9825368923493554,1.381919,2.7685943960254957,1.0183398
94,3.860978149480088,1.3509206,4.009804339153172,1.3887424
95,3.7481329262638976,1.3212578,3.9743553025743195,1.3798625
96,3.6652111326825993,1.298886,6.626838380555861,1.8911278
97,4.087556754720604,1.4079474,5.858379612906732,1.767873
98,4.338019707552204,1.467418,2.891262997306433,1.0616934
99,3.2487752805586205,1.1782781,6.654582750617709,1.8953058
