,train_perplexity,train_mean_loss,test_perplexity,test_mean_loss
82,35.96927871140783,3.5826652,41.84852171013251,3.7340565
83,38.198036686575506,3.642784,33.39372524072624,3.508368
84,42.45436673688774,3.7484298,57.03906921282719,4.0437365
85,39.84721018444331,3.6850524,24.30624211090412,3.1907332
86,31.35208557325785,3.4452808,30.62635562844544,3.421861
87,23.699504701367204,3.1654541,50.43307169553294,3.9206471
88,30.58877396081036,3.420633,27.089473527577475,3.2991452
89,37.22275369547574,3.6169202,19.1205140943949,2.9507618
90,37.71816222496638,3.6301417,32.70195506525243,3.4874349
91,33.345623573195724,3.5069265,36.172918044644135,3.5883107
92,26.95464389400172,3.2941556,58.39449615901849,4.0672216
93,35.26179802451538,3.5628002,27.29135034156357,3.3065698
94,32.6961392042423,3.487257,15.746475971691115,2.7566166
95,33.79229831014844,3.520233,35.51068920387853,3.5698338
96,28.859773131740585,3.3624487,24.697363827707157,3.2066965
97,24.608451786003066,3.20309,14.635547378452905,2.6834533
98,39.00452606767525,3.6636777,37.34768645969615,3.620271
99,38.31805635211544,3.6459212,33.01630888259781,3.4970016
